OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025BBU,2022-11-23T10:53:03.789312,14.25898239,.0047627,98.3460,43.2563,289.0765,70.5261,0,U,30978,999,81681,.69518E-3,.1634E-4,0
FENGYUN 1C DEB,1999-025BBV,2022-12-14T07:29:36.120768,14.51235479,.0277536,97.8590,280.1528,110.2603,39.4546,0,U,30979,999,83134,.4708E-3,.3045E-4,0
FENGYUN 1C DEB,1999-025BBX,2022-12-11T04:25:25.022496,14.10272916,.0131515,98.4512,328.6538,354.0231,5.9365,0,U,30981,999,80609,.27714E-2,.5287E-4,0
FENGYUN 1C DEB,1999-025BBY,2022-12-14T23:49:31.272384,14.46107765,.019445,98.1794,355.3523,63.7743,326.8221,0,U,30982,999,83182,.2102E-3,.899E-5,0
FENGYUN 1C DEB,1999-025BCA,2022-12-14T08:23:33.865728,14.39774345,.0151024,98.3882,30.4831,88.2535,273.5944,0,U,30984,999,79361,.54084E-3,.1893E-4,0
FENGYUN 1C DEB,1999-025BCB,2022-12-05T19:29:08.054592,14.15404620,.0056361,99.2714,185.6746,272.7102,149.2115,0,U,30985,999,80905,.16172E-2,.3156E-4,0
FENGYUN 1C DEB,1999-025BCE,2022-12-14T12:31:36.494688,14.65443913,.0286404,98.6352,190.7120,271.4222,85.4191,0,U,30988,999,83294,.10372E-2,.10293E-3,0
FENGYUN 1C DEB,1999-025BCF,2022-12-11T13:49:32.695968,14.05585827,.0099082,99.1324,32.8690,289.6145,69.4349,0,U,30989,999,80532,.12453E-2,.2072E-4,0
FENGYUN 1C DEB,1999-025BCK,2022-12-14T17:12:14.696928,14.19980754,.0021161,98.8995,50.6305,304.0387,179.1343,0,U,30993,999,81318,.13462E-2,.2824E-4,0
FENGYUN 1C DEB,1999-025BCL,2022-12-14T18:30:30.386592,14.10718863,.0018725,98.7631,11.9448,44.9395,315.3288,0,U,30994,999,81155,.14543E-3,.217E-5,0
FENGYUN 1C DEB,1999-025BCN,2022-12-13T13:07:16.359168,14.27915414,.0055334,99.0445,198.2088,238.1166,151.4299,0,U,30996,999,81896,.66214E-3,.1619E-4,0
FENGYUN 1C DEB,1999-025BCP,2022-12-13T12:28:57.870336,14.54663821,.0060227,99.0515,356.0109,125.3949,24.8519,0,U,30997,999,82702,.15754E-2,.6852E-4,0
FENGYUN 1C DEB,1999-025BCQ,2022-12-14T19:14:26.468736,14.26210657,.0017053,98.8956,27.0616,168.0282,256.3601,0,U,30998,999,81496,.1446E-2,.3425E-4,0
FENGYUN 1C DEB,1999-025BCR,2022-12-15T10:58:00.590592,14.47111171,.0135844,99.0389,62.2403,25.6181,335.1658,0,U,30999,999,82985,.42308E-3,.1674E-4,0
FENGYUN 1C DEB,1999-025BCS,2022-12-15T00:02:55.985568,14.04718760,.0175217,97.5561,175.8804,8.2398,143.4482,0,U,31000,999,80652,.47082E-3,.832E-5,0
FENGYUN 1C DEB,1999-025BCT,2022-12-11T06:51:50.889888,14.36356562,.0161445,99.2579,109.3542,120.5610,241.1616,0,U,31001,999,82423,.40988E-3,.1338E-4,0
FENGYUN 1C DEB,1999-025BCU,2022-12-15T08:01:44.496192,13.97533314,.0102135,98.9648,15.2394,127.9550,243.5707,0,U,31002,999,80330,.77763E-4,.72E-6,0
FENGYUN 1C DEB,1999-025BCV,2022-12-15T09:17:31.262496,14.14287643,.0046277,98.9132,48.6444,106.5742,254.0521,0,U,31003,999,81008,.11839E-2,.2241E-4,0
FENGYUN 1C DEB,1999-025BCX,2022-12-13T14:04:48.510912,13.77584633,.0192235,98.5979,204.7345,50.2523,337.8637,0,U,31005,999,79196,.14633E-2,.1635E-4,0
FENGYUN 1C DEB,1999-025BCZ,2022-12-14T12:32:23.799552,14.34608173,.0101698,98.1082,16.9101,137.4872,223.4247,0,U,31007,999,82294,.11446E-2,.3389E-4,0
FENGYUN 1C DEB,1999-025BDB,2022-12-13T12:00:56.911680,13.98873419,.0063704,98.8876,359.4191,29.4708,137.1132,0,U,31009,999,80564,.43861E-3,.601E-5,0
FENGYUN 1C DEB,1999-025BDC,2022-12-14T15:30:45.461664,14.01995577,.0156489,101.7359,144.9418,267.7736,90.5495,0,U,31010,999,80184,.36047E-2,.6057E-4,0
FENGYUN 1C DEB,1999-025BDE,2022-12-14T13:10:09.717312,14.26200294,.0084331,99.0451,202.3928,174.4166,252.7589,0,U,31012,999,82142,.14258E-3,.308E-5,0
FENGYUN 1C DEB,1999-025BDF,2022-12-14T19:24:22.683168,14.73415679,.0040935,98.9714,42.2909,326.5259,33.3359,0,U,31013,999,83308,.29628E-2,.19459E-3,0
FENGYUN 1C DEB,1999-025BDG,2022-12-14T19:43:43.154400,13.97754518,.0088997,98.7807,351.4579,345.1144,138.1817,0,U,31014,999,80550,.27678E-3,.362E-5,0
FENGYUN 1C DEB,1999-025BDH,2022-12-15T05:08:47.742144,14.96254728,.0069885,98.7240,82.7447,337.2698,52.7305,0,U,31015,999,84371,.25861E-2,.30715E-3,0
FENGYUN 1C DEB,1999-025BDJ,2022-12-14T13:23:21.787584,14.27808835,.0116307,98.5320,17.8693,255.7300,259.3481,0,U,31016,999,81842,.2305E-3,.568E-5,0
FENGYUN 1C DEB,1999-025BDK,2022-12-14T12:39:57.981888,14.06542675,.0116116,98.6559,3.9498,203.6270,309.8794,0,U,31017,999,80902,.22631E-3,.356E-5,0
FENGYUN 1C DEB,1999-025BDL,2022-12-13T14:57:20.401056,14.06574304,.0066077,99.0855,49.5177,322.6458,37.0125,0,U,31018,999,80608,.12857E-2,.2127E-4,0
FENGYUN 1C DEB,1999-025BDM,2022-12-13T06:55:52.040928,11.79143189,.113387,98.6968,184.3946,228.3794,318.9090,0,U,31019,999,42249,.22059E-2,.782E-5,0
FENGYUN 1C DEB,1999-025BDP,2022-12-08T11:43:01.943616,14.54707498,.0341466,98.3756,60.0875,89.1687,274.8613,0,U,31021,999,82996,.38951E-3,.3618E-4,0
FENGYUN 1C DEB,1999-025BDQ,2022-12-13T06:47:52.464768,13.88793937,.0111664,99.6346,183.2340,162.3808,198.1270,0,U,31022,999,46794,.31157E-3,.348E-5,0
FENGYUN 1C DEB,1999-025BDR,2022-12-14T18:17:27.040992,14.05623862,.008416,98.7425,351.7374,56.9102,304.0111,0,U,31023,999,54127,.2228E-4,-.4E-7,0
FENGYUN 1C DEB,1999-025BDS,2022-12-13T02:29:16.503072,14.18440271,.0077837,99.1389,217.0204,5.2817,354.9161,0,U,31024,999,81159,.24936E-3,.483E-5,0
FENGYUN 1C DEB,1999-025BDT,2022-12-14T19:08:22.844832,14.15681034,.0182765,98.5597,1.3491,289.4650,68.6859,0,U,31025,999,48862,.45614E-3,.1007E-4,0
FENGYUN 1C DEB,1999-025BDU,2022-12-14T07:04:10.225056,13.82505557,.0134965,98.6555,348.9998,268.0285,103.3201,0,U,31026,999,52899,.15249E-3,.137E-5,0
FENGYUN 1C DEB,1999-025BDW,2022-12-14T16:59:53.316672,13.87613253,.0168786,98.5827,344.3661,51.7606,309.8609,0,U,31028,999,46823,.25832E-3,.304E-5,0
FENGYUN 1C DEB,1999-025BDX,2022-12-14T20:02:53.180736,14.30942602,.0094618,98.9880,197.8361,31.3856,32.8548,0,U,31029,999,82134,.24721E-3,.635E-5,0
FENGYUN 1C DEB,1999-025BDY,2022-12-14T21:54:00.739584,14.16793638,.0029425,98.8734,38.6010,344.4945,190.7249,0,U,31030,999,81180,.72239E-3,.1407E-4,0
FENGYUN 1C DEB,1999-025BDZ,2022-12-14T14:20:38.336352,14.17806027,.002986,99.1521,220.4513,60.2381,329.7073,0,U,31031,999,81334,.34281E-3,.656E-5,0
FENGYUN 1C DEB,1999-025BEA,2022-12-14T21:40:32.402784,13.93191541,.0155595,99.3524,317.8222,292.2114,124.5282,0,U,31032,999,79746,.14545E-2,.2048E-4,0
FENGYUN 1C DEB,1999-025BEB,2022-12-14T20:28:06.081024,14.24928313,.0159687,98.3712,356.2743,84.5499,36.2087,0,U,31033,999,81754,.16769E-3,.406E-5,0
FENGYUN 1C DEB,1999-025BED,2022-12-04T01:43:46.155072,14.28557113,.0240079,98.6427,66.6638,273.2398,210.1767,0,U,31035,999,81482,.63784E-3,.2127E-4,0
FENGYUN 1C DEB,1999-025BEE,2022-12-14T21:33:02.280384,14.46058619,.0143968,99.0058,17.0620,298.5281,184.7318,0,U,31036,999,41483,.15175E-3,.557E-5,0
FENGYUN 1C DEB,1999-025BEG,2022-12-14T10:52:53.014368,14.39406409,.0092408,99.1082,347.8363,224.0031,135.3773,0,U,31038,999,82459,.41568E-3,.1308E-4,0
FENGYUN 1C DEB,1999-025BEJ,2022-12-14T06:04:42.078720,14.15054072,.0066112,98.6199,355.2840,96.3871,323.3993,0,U,31040,999,81214,.25546E-3,.464E-5,0
FENGYUN 1C DEB,1999-025BEK,2022-12-14T09:22:11.536320,14.03343369,.0103556,99.2099,333.3502,135.7705,225.1797,0,U,31041,999,80065,.18823E-2,.3039E-4,0
FENGYUN 1C DEB,1999-025BEL,2022-12-12T09:17:43.990080,14.80524458,.0050968,99.0382,141.4308,158.5463,201.7897,0,U,31042,999,83372,.3783E-2,.29679E-3,0
FENGYUN 1C DEB,1999-025BEM,2022-12-15T08:08:40.290144,14.05612487,.0043079,98.8634,19.1357,195.6412,177.3247,0,U,31043,999,80650,.29021E-3,.433E-5,0
FENGYUN 1C DEB,1999-025BEQ,2022-12-14T10:06:58.472640,14.22217947,.0098621,98.9923,43.2288,81.1453,41.0411,0,U,31046,999,80966,.21201E-2,.4901E-4,0
FENGYUN 1C DEB,1999-025BER,2022-12-14T13:14:15.328320,14.10948477,.002762,98.7043,2.4516,55.1400,98.4536,0,U,31047,999,80946,.32295E-3,.539E-5,0
FENGYUN 1C DEB,1999-025BES,2022-12-14T17:30:10.743264,14.30197381,.0065877,99.0606,154.8130,212.3316,272.0786,0,U,31048,999,82019,.34306E-2,.906E-4,0
FENGYUN 1C DEB,1999-025BEV,2022-12-14T09:27:21.155904,14.01782369,.0052029,98.9640,29.7595,302.2667,57.3464,0,U,31051,999,48480,.2659E-3,.364E-5,0
FENGYUN 1C DEB,1999-025BEX,2022-12-13T12:44:50.746560,13.66550386,.0335748,98.7178,190.7920,124.0626,239.2876,0,U,31053,999,78524,.11793E-2,.1408E-4,0
FENGYUN 1C DEB,1999-025BEY,2022-12-14T21:28:16.354272,14.11109042,.0009859,98.7750,15.7370,355.2227,128.1690,0,U,31054,999,81331,.16275E-3,.25E-5,0
FENGYUN 1C DEB,1999-025BEZ,2022-12-15T08:17:14.155008,14.08318944,.0026368,98.8870,26.9647,116.8903,304.8231,0,U,31055,999,80749,.3584E-3,.571E-5,0
FENGYUN 1C DEB,1999-025BFA,2022-12-11T11:40:27.855264,14.11806371,.0025788,98.6087,351.5470,231.5487,289.9620,0,U,31056,999,81322,.27973E-3,.47E-5,0
FENGYUN 1C DEB,1999-025BFB,2022-12-14T09:51:52.051968,14.54169453,.0201996,99.2416,234.7032,352.8479,6.9843,0,U,31057,999,83489,.94944E-3,.521E-4,0
FENGYUN 1C DEB,1999-025BFC,2022-12-06T14:06:31.657824,14.54627671,.0134476,99.5700,95.4571,186.7270,173.2122,0,U,31058,999,83421,.9653E-3,.4591E-4,0
FENGYUN 1C DEB,1999-025BFG,2022-12-14T21:56:43.024704,13.74792652,.017467,99.0865,212.7377,335.7850,35.5681,0,U,31062,999,79381,.25946E-3,.233E-5,0
FENGYUN 1C DEB,1999-025BFH,2022-12-04T04:34:40.179648,14.43195455,.0037532,99.8494,105.3187,126.3164,356.0293,0,U,31063,999,82461,.13813E-2,.463E-4,0
FENGYUN 1C DEB,1999-025BFJ,2022-12-14T19:31:10.083360,14.18991437,.0249586,98.5062,352.4250,295.8348,241.6364,0,U,31064,999,81724,.26524E-3,.705E-5,0
FENGYUN 1C DEB,1999-025BFK,2022-12-08T20:41:07.558656,14.21292986,.0038831,98.5656,19.6566,2.2555,357.8790,0,U,31065,999,48919,.6102E-3,.1298E-4,0
FENGYUN 1C DEB,1999-025BFL,2022-12-14T09:34:46.725024,14.99557811,.0160906,99.0171,34.7126,62.1754,299.5667,0,U,31066,999,85150,.55455E-3,.8875E-4,0
FENGYUN 1C DEB,1999-025BFN,2022-12-12T06:37:40.287936,14.07661810,.0167893,98.5981,3.0367,349.4504,10.3160,0,U,31068,999,80921,.20073E-3,.344E-5,0
FENGYUN 1C DEB,1999-025BFP,2022-12-14T21:35:22.804800,14.44359475,.0128357,99.0748,50.7188,112.2463,249.2397,0,U,31069,999,82977,.4928E-3,.1823E-4,0
FENGYUN 1C DEB,1999-025BFR,2022-12-14T05:04:39.401760,14.39946460,.006876,99.0998,332.4346,295.7385,63.6715,0,U,31071,999,82564,.96558E-3,.3074E-4,0
FENGYUN 1C DEB,1999-025BFS,2022-12-13T18:08:12.540480,14.17251488,.0232366,99.2360,279.7123,326.4616,32.2026,0,U,31072,999,81440,.925E-3,.2383E-4,0
FENGYUN 1C DEB,1999-025BFT,2022-12-14T15:27:22.600512,14.13367566,.0055554,99.1983,137.3404,142.8479,217.6557,0,U,31073,999,81566,.14314E-2,.2681E-4,0
FENGYUN 1C DEB,1999-025BFU,2022-12-14T17:25:59.723616,14.01029470,.0105506,98.9781,256.6040,84.4448,276.8740,0,U,31074,999,80207,.17198E-2,.2663E-4,0
FENGYUN 1C DEB,1999-025BFX,2022-12-15T07:33:48.337056,14.79420152,.0091251,99.0124,178.1831,273.2572,85.8199,0,U,31077,999,83953,.22143E-2,.17699E-3,0
FENGYUN 1C DEB,1999-025BFY,2022-12-12T13:44:56.687712,14.18430453,.0122629,98.9986,20.1676,47.4434,105.0811,0,U,31078,999,81414,.29495E-3,.611E-5,0
FENGYUN 1C DEB,1999-025BGB,2022-12-14T21:12:25.369344,14.05941708,.0049289,98.8710,18.1014,62.6311,112.1760,0,U,31081,999,81088,-.29075E-4,-.91E-6,0
FENGYUN 1C DEB,1999-025BGC,2022-12-09T19:08:41.244576,14.08502500,.0074329,98.7361,10.3558,80.2406,280.7148,0,U,31082,999,80815,.60267E-3,.1019E-4,0
FENGYUN 1C DEB,1999-025BGD,2022-12-14T18:01:27.240672,14.33182351,.0047284,98.6601,70.8399,0.4999,126.1689,0,U,31083,999,81911,.14235E-2,.3916E-4,0
FENGYUN 1C DEB,1999-025BGF,2022-12-14T08:35:15.347328,14.28988894,.0088051,98.9402,138.7825,315.4286,120.9416,0,U,31085,999,82079,.11099E-3,.245E-5,0
FENGYUN 1C DEB,1999-025BGG,2022-12-14T11:40:03.152640,14.86501482,.0106812,98.9477,231.1045,49.8821,74.2449,0,U,31086,999,84328,.12351E-2,.12068E-3,0
FENGYUN 1C DEB,1999-025BGH,2022-12-14T14:36:43.929792,14.47179724,.0209304,98.2094,21.9601,73.2399,81.2198,0,U,31087,999,82878,.45752E-3,.2149E-4,0
FENGYUN 1C DEB,1999-025BGJ,2022-12-14T09:40:04.206144,14.15700484,.0034849,99.4356,316.3137,276.3446,236.0424,0,U,31088,999,80996,.13173E-2,.255E-4,0
FENGYUN 1C DEB,1999-025BGK,2022-12-12T23:18:13.713120,13.85286610,.0213309,98.8452,166.2430,304.6738,213.8310,0,U,31089,999,52873,.36692E-3,.455E-5,0
FENGYUN 1C DEB,1999-025BGL,2022-12-14T16:57:33.767712,14.78195284,.0159766,98.9807,268.2436,76.7708,285.1266,0,U,31090,999,84453,.60499E-3,.5361E-4,0
FENGYUN 1C DEB,1999-025BGM,2022-12-14T20:45:04.328352,13.51956325,.0294567,99.2331,25.9338,226.4297,131.2041,0,U,31091,999,46847,.63845E-3,.508E-5,0
FENGYUN 1C DEB,1999-025BGN,2022-12-14T08:11:00.275424,13.42228591,.0338854,99.6121,128.6763,314.4256,42.9595,0,U,31092,999,77177,.10783E-2,.809E-5,0
FENGYUN 1C DEB,1999-025BGP,2022-12-15T00:02:49.493472,13.78889875,.0211853,98.7025,264.0055,296.7482,61.2133,0,U,31093,999,79451,.46814E-3,.523E-5,0
FENGYUN 1C DEB,1999-025BGQ,2022-12-14T15:05:58.732800,13.94910400,.0112564,98.9522,231.3984,192.3638,167.4757,0,U,31094,999,80328,.1125E-2,.1551E-4,0
FENGYUN 1C DEB,1999-025BGR,2022-12-14T09:24:08.583264,13.05984131,.0500997,98.5486,332.8140,290.7659,64.0473,0,U,31095,999,75159,.1848E-4,-.24E-6,0
FENGYUN 1C DEB,1999-025BGT,2022-12-13T23:40:03.303840,14.22747221,.0021388,98.8662,70.2934,246.2538,168.5463,0,U,31097,999,81359,.14688E-2,.3255E-4,0
FENGYUN 1C DEB,1999-025BGU,2022-12-14T11:04:08.143968,14.24838460,.0020838,98.8930,58.8390,228.7752,131.1631,0,U,31098,999,81255,.16826E-2,.3891E-4,0
FENGYUN 1C DEB,1999-025BGV,2022-12-13T12:27:57.368736,14.25519359,.0065129,99.0689,192.6515,202.2062,188.9781,0,U,31099,999,81855,.23699E-3,.525E-5,0
ANIK F3,2007-009A,2022-12-14T16:19:10.803360,1.00273200,.0002159,0.0206,294.4878,337.1417,297.7940,0,U,31102,999,3372,0,.19E-6,0
BREEZE-M DEB [TANK],2007-009B,2022-12-14T05:38:23.252640,4.81804604,.5510863,49.4514,304.8434,44.4691,348.4477,0,U,31103,999,26853,.947E-3,.7836E-4,0
BREEZE-M R/B,2007-009C,2022-12-14T16:14:42.572832,1.96450354,.5683268,11.5825,91.2199,128.1855,283.7815,0,U,31104,999,11255,0,-.237E-5,0
HAIYANG-1B,2007-010A,2022-12-14T19:44:37.808448,14.30354653,.0014491,98.3074,5.9870,42.0313,318.1980,0,U,31113,999,81755,.43575E-4,.72E-6,0
CZ-2C R/B,2007-010B,2022-12-15T10:22:20.364960,14.19477123,.0060563,98.2542,150.1957,129.5187,231.1366,0,U,31114,999,81224,.88764E-4,.151E-5,0
BEIDOU 2,2007-011A,2022-12-14T08:16:19.498368,1.77349229,.0003581,51.5992,261.8350,340.1050,19.9326,0,U,31115,999,5343,0,-.9E-7,0
EGYPTSAT 1,2007-012A,2022-12-14T18:12:21.997152,14.73741255,.0004071,97.8949,298.9682,267.1893,92.8850,0,U,31117,999,84133,.17212E-3,.1076E-4,0
SAUDISAT 3,2007-012B,2022-12-15T10:40:32.925792,14.69437223,.0014738,97.9925,292.3133,344.8776,15.1987,0,U,31118,999,83973,.7209E-4,.379E-5,0
SAUDICOMSAT 7,2007-012C,2022-12-15T10:10:43.059936,14.62298198,.0058309,98.2073,293.7842,244.1568,115.3613,0,U,31119,999,83520,.14012E-3,.673E-5,0
SL-24 DEB,2007-012D,2022-12-15T04:58:27.540480,14.77263100,.000648,97.7058,332.0530,324.8629,35.2154,0,U,31120,999,84305,.20083E-3,.1376E-4,0
SAUDICOMSAT 6,2007-012E,2022-12-15T03:43:37.793856,14.59055606,.0075935,98.2465,288.7671,351.6310,8.3617,0,U,31121,999,83336,.17156E-3,.788E-5,0
CSTB 1,2007-012F,2022-12-14T21:09:30.578688,14.62338621,.0076227,98.2822,304.0153,332.1349,27.5779,0,U,31122,999,83381,.48004E-3,.2475E-4,0
SL-24 R/B,2007-012G,2022-12-14T15:28:50.851200,14.12736853,.0312305,98.0785,294.6728,165.0636,7.3613,0,U,31123,999,80743,.20925E-4,.19E-6,0
SAUDICOMSAT 5,2007-012H,2022-12-14T17:31:36.000192,14.64037869,.0050796,98.1767,294.5161,189.9210,170.0994,0,U,31124,999,83596,.12242E-3,.604E-5,0
SAUDICOMSAT 3,2007-012J,2022-12-15T02:37:57.182304,14.65889362,.0043685,98.1427,296.1753,133.2540,227.2323,0,U,31125,999,83704,.13915E-3,.721E-5,0
MAST,2007-012K,2022-12-14T17:07:21.006048,14.57482291,.0090298,98.2728,286.6723,67.0564,294.0132,0,U,31126,999,83197,.20157E-3,.918E-5,0
SAUDICOMSAT 4,2007-012L,2022-12-14T17:20:45.362400,14.60799233,.0066392,98.2294,291.5145,297.2632,62.1816,0,U,31127,999,83419,.1638E-3,.774E-5,0
LIBERTAD-1,2007-012M,2022-12-15T06:48:58.973760,14.57032545,.0096333,98.2845,286.9771,98.0262,263.1880,0,U,31128,999,83153,.22985E-3,.1051E-4,0
CP3,2007-012N,2022-12-14T17:33:08.333280,14.57913727,.0094913,98.2956,290.6027,87.7060,273.5003,0,U,31129,999,83164,.26268E-3,.1231E-4,0
CAPE-1,2007-012P,2022-12-14T18:01:31.511424,14.57472615,.0095806,98.2890,288.2427,94.4723,266.7428,0,U,31130,999,83134,.24184E-3,.1119E-4,0
CZ-4B DEB,2003-049D,2022-12-14T10:20:12.588864,14.31182323,.0132143,98.8366,326.2944,242.3496,271.0246,0,U,31131,999,81599,.47546E-3,.1332E-4,0
CP4,2007-012Q,2022-12-15T10:30:55.733184,14.60021980,.0079702,98.2751,295.9330,0.3884,359.7364,0,U,31132,999,83317,.3242E-3,.1576E-4,0
AEROCUBE 2,2007-012R,2022-12-14T13:56:10.740768,14.60049323,.0079746,98.2748,295.1368,2.7861,357.3767,0,U,31133,999,83306,.3088E-3,.1499E-4,0
AGILE,2007-013A,2022-12-14T10:37:10.378272,15.42184037,.0008215,2.4671,249.1028,53.7749,306.3064,0,U,31135,999,87213,.37506E-3,.18062E-3,0
ERS-2 DEB,1995-021D,2022-12-14T10:06:16.877952,14.42370234,.0003719,98.5708,318.5592,5.7311,145.6869,0,U,31137,999,98710,.58272E-3,.1882E-4,0
SATCOM 3 DEB,1979-101H,2022-12-14T12:33:32.412384,1.83037316,.4916092,7.0867,182.0354,282.2933,291.2676,0,U,31138,999,10719,0,-.61E-6,0
CZ-4B DEB,2003-049E,2022-12-14T08:19:26.892192,14.50610308,.0088396,98.3838,314.4578,255.9202,103.2155,0,U,31139,999,82545,.62935E-3,.2547E-4,0
NIMBUS 2 DEB,1966-040AQ,2022-12-14T18:27:24.414048,13.44665490,.0057363,100.5865,276.7847,353.7274,61.1148,0,U,31142,999,77071,.33671E-2,.1941E-4,0
FENGYUN 1C DEB,1999-025BGY,2022-12-13T03:20:02.573088,14.21852937,.0229634,99.0827,228.5920,78.5002,284.1863,0,U,31146,999,81166,.35526E-3,.974E-5,0
FENGYUN 1C DEB,1999-025BGZ,2022-12-14T20:09:57.727872,15.22075481,.0058968,99.1643,8.1238,137.8333,222.7456,0,U,31147,999,83924,.36303E-2,.8798E-3,0
FENGYUN 1C DEB,1999-025BHA,2022-12-13T06:34:45.976800,14.34080720,.0155791,98.9573,174.0942,44.3055,317.0476,0,U,31148,999,81782,.45635E-3,.1412E-4,0
FENGYUN 1C DEB,1999-025BHB,2022-12-14T09:29:29.410656,14.68580421,.0094023,99.1513,134.0171,153.3043,233.5066,0,U,31149,999,82668,.36193E-2,.22483E-3,0
FENGYUN 1C DEB,1999-025BHC,2022-12-15T00:19:07.019616,14.11663789,.0015778,98.7501,12.3583,36.5035,343.9360,0,U,31150,999,80892,.14408E-3,.219E-5,0
FENGYUN 1C DEB,1999-025BHD,2022-12-14T21:03:40.986144,14.08695997,.0070749,99.0938,311.8396,242.2033,117.1952,0,U,31151,999,80514,.16882E-2,.293E-4,0
FENGYUN 1C DEB,1999-025BHE,2022-12-14T20:24:39.081312,14.34536945,.0133059,98.3533,351.1470,55.8400,63.3415,0,U,31152,999,82358,.85466E-4,.222E-5,0
FENGYUN 1C DEB,1999-025BHH,2022-12-13T14:20:04.307712,14.00970480,.0101632,99.1202,40.3838,162.6498,197.8181,0,U,31155,999,80215,.1046E-2,.1593E-4,0
FENGYUN 1C DEB,1999-025BHK,2022-12-09T19:05:55.701312,14.20183845,.0102598,98.4431,358.5865,283.8050,252.5129,0,U,31157,999,81372,.2325E-3,.481E-5,0
FENGYUN 1C DEB,1999-025BHL,2022-12-14T10:10:54.010272,14.19743153,.0058081,98.8585,45.3221,326.9071,32.8476,0,U,31158,999,81218,.10755E-2,.227E-4,0
FENGYUN 1C DEB,1999-025BHM,2022-12-14T07:38:23.476128,14.70582733,.0305766,97.7027,301.0276,73.3954,290.0593,0,U,31159,999,83189,.65942E-3,.8317E-4,0
FENGYUN 1C DEB,1999-025BHN,2022-12-14T08:51:37.400832,13.98965491,.0057991,99.2390,28.5803,20.7581,339.5919,0,U,31160,999,54294,-.55257E-4,-.127E-5,0
FENGYUN 1C DEB,1999-025BHP,2022-12-14T07:55:05.562336,14.07218072,.0070513,98.8605,20.6777,192.7995,167.1386,0,U,31161,999,80699,.26431E-3,.41E-5,0
FENGYUN 1C DEB,1999-025BHR,2022-11-18T06:29:58.290720,14.26804596,.0057386,99.0395,133.6550,259.7913,99.6791,0,U,31163,999,48735,.40328E-3,.947E-5,0
FENGYUN 1C DEB,1999-025BHT,2022-12-12T09:02:15.167616,14.50336478,.0098001,98.9040,307.2090,346.4079,166.5941,0,U,31165,999,82756,.1466E-2,.6032E-4,0
FENGYUN 1C DEB,1999-025BHU,2022-12-15T01:58:02.290080,14.40602603,.0017039,98.7851,106.9207,71.3433,288.9603,0,U,31166,999,81952,.22871E-2,.7265E-4,0
FENGYUN 1C DEB,1999-025BHV,2022-12-13T00:39:55.412352,14.63874480,.0048171,99.0119,17.6796,95.2082,265.4618,0,U,31167,999,82464,.20404E-2,.10801E-3,0
FENGYUN 1C DEB,1999-025BHW,2022-12-15T08:25:12.769536,14.53846415,.0135814,98.9422,26.9079,164.9693,195.5599,0,U,31168,999,83171,.47059E-3,.2177E-4,0
FENGYUN 1C DEB,1999-025BHX,2022-12-14T10:00:45.775008,14.09756207,.0072509,99.1456,324.1915,236.2626,123.1620,0,U,31169,999,80493,.17402E-2,.3086E-4,0
FENGYUN 1C DEB,1999-025BHZ,2022-12-14T11:16:01.281792,14.08981354,.0214624,98.0639,61.9571,291.9447,131.2587,0,U,31171,999,80325,.21235E-2,.4509E-4,0
FENGYUN 1C DEB,1999-025BJA,2022-12-14T21:17:38.041440,14.29841542,.0151465,98.4679,8.9171,261.6539,96.7447,0,U,31172,999,82050,.12368E-3,.313E-5,0
FENGYUN 1C DEB,1999-025BJC,2022-12-14T13:40:59.352096,14.40963523,.0014066,99.0562,211.0538,152.5705,274.3933,0,U,31174,999,81314,.30758E-2,.9855E-4,0
FENGYUN 1C DEB,1999-025BJD,2022-12-11T06:37:17.249376,14.16782938,.0141371,98.4062,1.2058,190.3379,169.4882,0,U,31175,999,80648,.22824E-2,.4999E-4,0
FENGYUN 1C DEB,1999-025BJF,2022-12-14T12:51:57.991104,13.48395321,.0345035,98.7668,6.8193,259.2768,257.7722,0,U,31177,999,77048,.2953E-2,.2602E-4,0
FENGYUN 1C DEB,1999-025BJG,2022-12-13T00:27:14.090976,14.06675595,.015129,99.4561,266.7307,126.5554,234.9648,0,U,31178,999,80332,.11563E-2,.2082E-4,0
FENGYUN 1C DEB,1999-025BJH,2022-12-07T09:08:11.158944,13.86995682,.0227394,99.1245,13.1466,106.5584,256.0680,0,U,31179,999,46647,.71645E-3,.987E-5,0
FENGYUN 1C DEB,1999-025BJJ,2022-12-14T17:19:24.560256,13.67302771,.0509804,99.0727,155.7743,49.6176,326.5221,0,U,31180,999,49100,.17965E-3,.332E-5,0
FENGYUN 1C DEB,1999-025BJL,2022-12-14T19:53:04.153056,14.11980789,.0024175,98.6456,357.4836,21.9663,103.9814,0,U,31182,999,80630,.3233E-3,.551E-5,0
FENGYUN 1C DEB,1999-025BJM,2022-12-14T12:29:58.028928,14.34311182,.0061709,98.9729,258.7523,105.1170,68.9589,0,U,31183,999,81718,.83473E-3,.2349E-4,0
